trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
57,2026-07-28 13:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,150.17,5.0,750.86,0.67,0.61,0.9,-0.33,0.67,5.02,0.6,0.75,1.35,3.67,10015.17,0.09,,2026-07-28
58,2026-07-28 13:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,75.11,2.5,187.78,0.51,0.96,0.92,-0.11,0.51,0.96,0.15,0.19,0.34,0.62,10015.8,0.09,,2026-07-28
59,2026-07-28 14:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,25.04,2.5,62.6,1.22,0.71,2.16,-0.24,1.22,0.76,0.05,0.06,0.11,0.65,10016.45,0.08,,2026-07-28
60,2026-07-28 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,75.12,2.5,187.81,0.52,0.69,1.17,-0.32,0.52,0.97,0.15,0.19,0.34,0.64,10017.08,0.07,,2026-07-28
61,2026-07-28 15:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,150.26,3.0,450.77,0.98,1.15,1.22,-0.52,0.98,4.41,0.36,0.45,0.81,3.6,10020.69,0.04,,2026-07-28
62,2026-07-28 15:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,37.58,1.0,37.58,0.74,1.75,0.85,-1.06,0.74,0.28,0.03,0.04,0.07,0.21,10020.9,0.04,,2026-07-28
63,2026-07-28 15:15:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.31,3.0,450.94,0.65,0.94,0.54,-0.6,0.05,0.23,0.36,0.45,0.81,-0.59,10020.31,0.04,,2026-07-28
64,2026-07-28 18:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,50.1,5.0,250.51,1.46,0.37,0.11,-0.15,-0.12,-0.3,0.2,0.25,0.45,-0.75,10019.56,0.05,,2026-07-28
65,2026-07-28 19:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,75.15,2.5,187.87,0.22,0.53,3.26,-0.17,0.22,0.41,0.15,0.19,0.34,0.08,10019.63,0.05,,2026-07-28
66,2026-07-28 22:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,150.29,5.0,751.47,1.37,0.54,1.41,-0.58,1.37,10.26,0.6,0.75,1.35,8.91,10028.54,0.0,,2026-07-28
67,2026-07-28 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.43,3.0,451.28,0.5,0.93,0.44,-0.5,-0.77,-3.47,0.36,0.45,0.81,-4.29,10024.25,0.04,,2026-07-28
68,2026-07-28 23:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.36,5.0,751.82,0.88,0.45,0.1,-0.25,-0.45,-3.38,0.6,0.75,1.35,-4.74,10019.52,0.09,,2026-07-28
69,2026-07-28 23:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.29,5.0,751.46,0.64,0.71,0.23,-0.21,-0.51,-3.83,0.6,0.75,1.35,-5.19,10014.33,0.14,,2026-07-28
70,2026-07-28 23:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,25.04,2.5,62.59,0.46,0.67,0.33,-0.29,-0.26,-0.16,0.05,0.06,0.11,-0.28,10014.06,0.14,,2026-07-28
71,2026-07-29 00:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,37.55,1.0,37.55,0.36,0.95,0.34,-0.14,-0.56,-0.21,0.03,0.04,0.07,-0.28,10013.78,0.15,,2026-07-29
72,2026-07-29 00:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,75.1,2.5,187.76,0.39,0.48,0.28,-0.16,-0.32,-0.6,0.15,0.19,0.34,-0.94,10012.84,0.16,,2026-07-29
73,2026-07-29 01:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,150.19,5.0,750.96,1.18,0.53,1.36,-0.48,1.18,8.86,0.6,0.75,1.35,7.51,10020.34,0.08,,2026-07-29
74,2026-07-29 01:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.31,5.0,751.53,0.81,0.38,0.07,-0.26,-0.2,-1.5,0.6,0.75,1.35,-2.86,10017.49,0.11,,2026-07-29
75,2026-07-29 01:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.26,3.0,450.79,0.8,0.72,0.23,-0.26,-0.67,-3.02,0.36,0.45,0.81,-3.83,10013.66,0.15,,2026-07-29
76,2026-07-29 02:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,75.1,2.5,187.76,0.42,0.45,0.17,-0.53,-0.35,-0.66,0.15,0.19,0.34,-1.0,10012.66,0.16,,2026-07-29
77,2026-07-29 02:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,75.09,2.5,187.74,0.36,0.55,0.17,-0.2,-0.18,-0.34,0.15,0.19,0.34,-0.68,10011.99,0.17,,2026-07-29
78,2026-07-29 03:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,75.09,2.5,187.72,0.79,0.54,0.88,-0.41,0.79,1.49,0.15,0.19,0.34,1.15,10013.14,0.15,,2026-07-29
79,2026-07-29 03:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.2,5.0,750.99,0.75,0.32,0.28,-0.15,-0.3,-2.25,0.6,0.75,1.35,-3.6,10009.53,0.19,,2026-07-29
80,2026-07-29 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,75.07,2.5,187.68,0.48,0.35,1.17,-0.17,0.48,0.91,0.15,0.19,0.34,0.57,10010.11,0.18,,2026-07-29
81,2026-07-29 05:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,25.03,2.5,62.56,1.02,0.46,0.69,-0.19,0.2,0.13,0.05,0.06,0.11,0.01,10010.12,0.18,,2026-07-29
82,2026-07-29 05:45:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,75.08,2.5,187.69,0.99,0.56,0.88,-0.2,0.38,0.71,0.15,0.19,0.34,0.38,10010.49,0.18,,2026-07-29
83,2026-07-29 06:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,75.08,2.5,187.7,0.78,0.75,0.28,-0.55,-0.27,-0.51,0.15,0.19,0.34,-0.84,10009.65,0.19,,2026-07-29
84,2026-07-29 10:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,75.07,2.5,187.68,0.5,0.59,0.82,-0.26,0.5,0.94,0.15,0.19,0.34,0.6,10010.25,0.18,,2026-07-29
85,2026-07-29 11:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,150.15,5.0,750.77,0.73,0.46,1.38,-0.17,0.73,5.46,0.6,0.75,1.35,4.11,10014.36,0.14,,2026-07-29
86,2026-07-29 11:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,50.07,5.0,250.36,0.99,0.6,1.67,-0.17,0.99,2.49,0.2,0.25,0.45,2.04,10016.4,0.12,,2026-07-29
87,2026-07-29 12:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.25,5.0,751.23,1.48,0.52,1.19,-0.23,0.54,4.06,0.6,0.75,1.35,2.7,10019.1,0.09,,2026-07-29
88,2026-07-29 12:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.29,5.0,751.43,0.73,0.32,0.3,-0.08,-0.23,-1.73,0.6,0.75,1.35,-3.08,10016.02,0.12,,2026-07-29
89,2026-07-29 13:45:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.24,3.0,450.72,0.47,0.79,0.0,-0.54,0.0,0.0,0.36,0.45,0.81,-0.81,10015.21,0.13,,2026-07-29
90,2026-07-29 14:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,150.23,5.0,751.14,0.93,0.4,1.0,-0.71,0.93,7.0,0.6,0.75,1.35,5.64,10020.85,0.08,,2026-07-29
91,2026-07-29 17:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.53,1.0,12.53,0.53,1.13,1.02,-0.82,0.53,0.07,0.01,0.01,0.02,0.04,10020.9,0.08,,2026-07-29
92,2026-07-29 17:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,37.58,1.0,37.58,0.51,0.87,0.75,-0.41,0.51,0.19,0.03,0.04,0.07,0.13,10021.02,0.07,,2026-07-29
93,2026-07-29 17:45:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,150.32,3.0,450.95,0.61,1.18,0.8,-0.81,0.61,2.74,0.36,0.45,0.81,1.93,10022.95,0.06,,2026-07-29
94,2026-07-29 17:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,37.59,1.0,37.59,0.76,0.94,0.99,-0.6,0.76,0.29,0.03,0.04,0.07,0.22,10023.17,0.05,,2026-07-29
95,2026-07-29 18:30:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.35,3.0,451.04,0.63,0.96,0.36,-1.01,-0.58,-2.62,0.36,0.45,0.81,-3.43,10019.75,0.09,,2026-07-29
96,2026-07-29 19:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.3,5.0,751.48,1.29,0.65,0.95,-0.38,-0.27,-2.03,0.6,0.75,1.35,-3.38,10016.36,0.12,,2026-07-29
97,2026-07-29 19:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,75.12,2.5,187.81,1.23,1.21,0.88,-0.68,-1.01,-1.9,0.15,0.19,0.34,-2.23,10014.13,0.14,,2026-07-29
98,2026-07-29 19:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,75.11,2.5,187.76,2.0,1.18,0.6,-0.81,-1.18,-2.22,0.15,0.19,0.34,-2.55,10011.58,0.17,,2026-07-29
99,2026-07-29 19:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.51,1.0,12.51,1.07,1.38,1.28,-0.59,1.07,0.13,0.01,0.01,0.02,0.11,10011.69,0.17,,2026-07-29
100,2026-07-29 20:00:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,25.03,2.5,62.57,1.31,1.05,0.61,-0.2,-0.68,-0.43,0.05,0.06,0.11,-0.54,10011.15,0.17,,2026-07-29
101,2026-07-29 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.17,3.0,450.5,1.06,0.93,0.68,-0.76,-0.18,-0.81,0.36,0.45,0.81,-1.62,10009.53,0.19,,2026-07-29
102,2026-07-29 22:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.51,1.0,12.51,0.95,0.84,0.7,-0.76,-0.11,-0.01,0.01,0.01,0.02,-0.04,10009.49,0.19,,2026-07-29
103,2026-07-29 22:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,75.07,2.5,187.68,0.61,0.46,0.12,-0.14,-0.07,-0.13,0.15,0.19,0.34,-0.47,10009.02,0.19,,2026-07-29
104,2026-07-29 22:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,75.07,2.5,187.67,0.55,0.55,0.17,-0.18,-0.5,-0.94,0.15,0.19,0.34,-1.28,10007.75,0.21,,2026-07-29
105,2026-07-29 23:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,50.04,5.0,250.19,0.92,0.59,0.03,-0.3,-0.24,-0.6,0.2,0.25,0.45,-1.05,10006.69,0.22,,2026-07-29
106,2026-07-29 23:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,75.05,2.5,187.63,0.59,0.47,0.84,-0.38,0.59,1.1,0.15,0.19,0.34,0.77,10007.46,0.21,,2026-07-29
107,2026-07-30 00:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,75.06,2.5,187.64,0.46,0.39,0.17,-0.22,-0.03,-0.06,0.15,0.19,0.34,-0.39,10007.07,0.21,,2026-07-30
108,2026-07-30 00:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,50.04,5.0,250.18,0.89,0.66,0.14,-0.47,-0.64,-1.6,0.2,0.25,0.45,-2.05,10005.02,0.23,,2026-07-30
109,2026-07-30 00:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,150.08,5.0,750.38,0.6,0.5,0.15,-0.08,-0.57,-4.28,0.6,0.75,1.35,-5.63,9999.39,0.29,,2026-07-30
110,2026-07-30 01:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,37.5,1.0,37.5,0.63,0.78,0.26,-0.17,-0.32,-0.12,0.03,0.04,0.07,-0.19,9999.2,0.29,,2026-07-30
111,2026-07-30 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.99,2.5,187.49,0.74,0.72,0.23,-0.35,-0.38,-0.71,0.15,0.19,0.34,-1.05,9998.15,0.3,,2026-07-30
112,2026-07-30 04:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.99,2.5,187.47,0.64,0.57,0.66,-0.19,0.64,1.2,0.15,0.19,0.34,0.87,9999.02,0.29,,2026-07-30
113,2026-07-30 04:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.99,5.0,749.93,0.72,0.43,0.39,-0.37,-0.26,-1.95,0.6,0.75,1.35,-3.3,9995.72,0.33,,2026-07-30
114,2026-07-30 04:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.94,5.0,749.68,0.79,0.36,0.29,-0.24,0.02,0.15,0.6,0.75,1.35,-1.2,9994.52,0.34,,2026-07-30
115,2026-07-30 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.97,5.0,249.86,0.66,0.26,0.17,-0.2,-0.02,-0.05,0.2,0.25,0.45,-0.5,9994.02,0.34,,2026-07-30
116,2026-07-30 05:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.91,5.0,749.55,0.63,0.26,0.1,-0.1,-0.05,-0.37,0.6,0.75,1.35,-1.72,9992.29,0.36,,2026-07-30
117,2026-07-30 05:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.94,2.5,187.36,0.38,0.37,0.07,-0.27,-0.22,-0.41,0.15,0.19,0.34,-0.75,9991.54,0.37,,2026-07-30
118,2026-07-30 06:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.96,5.0,249.79,0.65,0.34,0.14,-0.15,0.0,0.0,0.2,0.25,0.45,-0.45,9991.1,0.37,,2026-07-30
119,2026-07-30 07:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.93,2.5,187.33,0.45,0.37,1.72,-0.27,0.45,0.84,0.15,0.19,0.34,0.5,9991.59,0.37,,2026-07-30
120,2026-07-30 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.49,1.0,12.49,0.89,0.82,1.18,-0.56,0.89,0.11,0.01,0.01,0.02,0.09,9991.68,0.37,,2026-07-30
121,2026-07-30 08:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.94,2.5,187.34,0.93,0.6,1.41,-0.45,0.93,1.75,0.15,0.19,0.34,1.41,9993.09,0.35,,2026-07-30
122,2026-07-30 08:45:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.95,2.5,187.37,1.05,0.52,1.59,-0.12,1.05,1.98,0.15,0.19,0.34,1.64,9994.73,0.34,,2026-07-30
123,2026-07-30 09:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.96,2.5,187.4,0.53,0.64,0.24,-0.19,-0.24,-0.45,0.15,0.19,0.34,-0.79,9993.95,0.34,,2026-07-30
124,2026-07-30 11:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.95,2.5,187.39,0.53,0.54,0.24,-0.14,-0.24,-0.45,0.15,0.19,0.34,-0.79,9993.16,0.35,,2026-07-30
125,2026-07-30 12:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.95,2.5,187.37,0.56,0.68,1.0,-0.58,0.56,1.05,0.15,0.19,0.34,0.71,9993.87,0.35,,2026-07-30
126,2026-07-30 15:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.91,5.0,749.54,0.69,0.57,0.12,-0.22,-0.27,-2.02,0.6,0.75,1.35,-3.37,9990.5,0.38,,2026-07-30
127,2026-07-30 17:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.98,2.5,62.44,0.57,0.46,0.1,-0.24,-0.17,-0.11,0.05,0.06,0.11,-0.22,9990.28,0.38,,2026-07-30
128,2026-07-30 18:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.85,5.0,749.27,0.42,0.29,0.2,-0.12,-0.18,-1.35,0.6,0.75,1.35,-2.7,9987.58,0.41,,2026-07-30
129,2026-07-30 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.81,5.0,749.07,0.38,0.35,0.02,-0.05,-0.21,-1.57,0.6,0.75,1.35,-2.92,9984.66,0.44,,2026-07-30
130,2026-07-30 19:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.92,5.0,249.62,0.46,0.49,0.13,-0.1,-0.27,-0.67,0.2,0.25,0.45,-1.12,9983.54,0.45,,2026-07-30
131,2026-07-30 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.96,2.5,62.4,0.64,0.69,0.15,-0.29,-0.25,-0.16,0.05,0.06,0.11,-0.27,9983.27,0.45,,2026-07-30
132,2026-07-30 19:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.87,2.5,187.19,0.33,0.29,0.07,-0.16,-0.15,-0.28,0.15,0.19,0.34,-0.62,9982.65,0.46,,2026-07-30
133,2026-07-30 19:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.87,2.5,187.17,0.58,0.45,0.22,-0.17,-0.14,-0.26,0.15,0.19,0.34,-0.6,9982.05,0.46,,2026-07-30
134,2026-07-30 20:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.73,5.0,748.65,0.29,0.12,0.05,-0.12,0.0,0.0,0.6,0.75,1.35,-1.35,9980.71,0.48,,2026-07-30
135,2026-07-30 20:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.9,5.0,249.52,0.71,0.35,2.68,-0.35,0.71,1.76,0.2,0.25,0.45,1.31,9982.02,0.46,,2026-07-30
136,2026-07-30 20:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.87,2.5,187.16,0.22,0.26,0.02,-0.18,0.0,0.0,0.15,0.19,0.34,-0.34,9981.68,0.47,,2026-07-30
137,2026-07-30 20:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.86,2.5,187.16,0.52,0.42,0.23,-0.26,-0.13,-0.24,0.15,0.19,0.34,-0.58,9981.1,0.47,,2026-07-30
138,2026-07-30 20:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.72,5.0,748.58,0.31,0.14,0.12,-0.17,0.06,0.45,0.6,0.75,1.35,-0.9,9980.2,0.48,,2026-07-30
139,2026-07-30 20:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.7,5.0,748.52,0.67,0.38,0.12,-0.39,-0.28,-2.1,0.6,0.75,1.35,-3.44,9976.76,0.52,,2026-07-30
140,2026-07-30 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.65,5.0,748.26,0.52,0.35,0.08,-0.18,0.0,0.0,0.6,0.75,1.35,-1.35,9975.41,0.53,,2026-07-30
141,2026-07-30 22:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.94,2.5,62.35,0.35,0.56,0.58,-0.5,0.35,0.22,0.05,0.06,0.11,0.1,9975.52,0.53,,2026-07-30
142,2026-07-30 22:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.82,2.5,187.04,0.7,0.42,0.24,-0.4,-0.17,-0.32,0.15,0.19,0.34,-0.65,9974.86,0.54,,2026-07-30
143,2026-07-30 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.81,2.5,187.03,0.74,0.71,0.19,-0.25,-0.32,-0.6,0.15,0.19,0.34,-0.94,9973.93,0.54,,2026-07-30
144,2026-07-30 22:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.8,2.5,187.01,0.47,0.52,0.14,-0.41,-0.37,-0.69,0.15,0.19,0.34,-1.03,9972.9,0.55,,2026-07-30
145,2026-07-30 23:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.8,2.5,186.99,0.45,0.36,0.55,-0.23,0.45,0.85,0.15,0.19,0.34,0.51,9973.41,0.55,,2026-07-30
